title,description,project_id,start_date,duration,keywords,amount_sought,amount_collected,percent_collected,category,category_url,clickthrough_url,image_url,is_indemand,product_stage,source_url
The VAVA Dash Cam: Capture the Road Ahead,Meet the VAVA Dash Cam - the most versatile car dash camera yet. Do and see more on the road.,2045493,2017-02-28 23:59:59,30,cars,3820052.54969424,650176,17.02008,Travel & Outdoors,/explore/travel-outdoors,/projects/the-vava-dash-cam-capture-the-road-ahead,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dbn9qqc3lj0mztqpsqo1.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
What We Left Behind: Star Trek Deep Space Nine Doc,A documentary looking back at the Star Trek: Deep Space Nine series.,2007142,2017-02-08 18:37:16,30,documentary,15334504.5434032,647891,4.225053363584,Film,/explore/film,/projects/what-we-left-behind-star-trek-deep-space-nine-doc,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fb4grgzvrmlps0zgw9kd.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Misen Cookware,"Incredible Cookware at an Honest Price. Featuring 3.0 millimeter thick, 5-ply stainless steel.",2234592,2017-10-25 23:59:59,30,design,4139794.29187206,645396,15.59005,Food & Beverages,/explore/food-beverages,/projects/misen-cookware,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ra9c24cn9r1dluhwtssd.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Help Build the 'Tobuscus Adventures: THE GAME' Wizard Store!,"Help bring the first Tobuscus Adventures Game to iOS/Android/and now PCs with Steam, so that the zombie horde can be murderized on the platform of your choice!",400689,2013-05-21 4:11:15,45,other,24000000,644301,2.6845875,Video Games,/explore/video-games,/projects/help-build-the-tobuscus-adventures-the-game-wizard-store,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/z6t0hhyss2tjj9whsxqy.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
WeatherFlow Smart Weather Stations,"Weather Geek Worthy, Smart Home Ready.",1567439,2016-05-24 8:24:22,60,smart home,3438710.57967974,639301,18.5913,Home,/explore/home,/projects/weatherflow-smart-weather-stations,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vcombacxzaawkzexiemv.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Ecomo: The First Bottle That Tests & Filters Water,"Shake to test, twist to filter: A Smart Bottle that helps you to get rid of contaminants",1941764,2016-11-17 23:59:59,30,water smart phones,7045830.23435965,638503,9.06214,Health & Fitness,/explore/health-fitness,/projects/ecomo-the-first-bottle-that-tests-filters-water,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pzm8ptl1lot0b5mnnu56.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
RetroEngine Sigma - Mini Video Game Console,Retrogaming Simplified. The Greatest Retro-Station known to Man!,1963196,2016-12-06 8:00:36,37,other,2215833.94852713,631824,28.51405,Video Games,/explore/video-games,/projects/retroengine-sigma-mini-video-game-console,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t0m4lod6vjoewlmsbuwp.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
RetroEngine Sigma - Mini Video Game Console,Retrogaming Simplified. The Greatest Retro-Station known to Man!,1963196,2016-12-06 8:00:36,37,other,2215833.94852713,631824,28.51405,Video Games,/explore/video-games,/projects/retroengine-sigma-mini-video-game-console,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t0m4lod6vjoewlmsbuwp.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"The Evolution Pant- One Pant, Unlimited Potential","The worlds most versatile pants! The ultimate pants for travel, outdoor, and everyday. Made in USA.",2365563,2018-05-01 23:59:59,30,clothing hiking professional men adventure,2089403.48184419,626189,29.96975,Fashion & Wearables,/explore/fashion-wearables,/projects/the-evolution-pant-one-pant-unlimited-potential-clothing-adventure,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yqeojd9p9jlrhyyjmmfd.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Rockwell Model T Razor & Blades: Shaving Perfected,"A revolutionary, customizable razor providing the world's closest and easiest shave!",1719583,2016-05-11 23:59:59,30,design,7870042.98347513,619226,7.86814,Home,/explore/home,/projects/rockwell-model-t-razor-blades-shaving-perfected,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jzk6ifd0epmlpubxt1da.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
QooCam: World’s First 3 lenses 4K 360 & 3D Camera,"QooCam Features Refocus, Shake-free, 120FPS, Time-lapse, Live Streaming, And App Editor",2380327,2018-05-30 23:59:59,30,vr,3408779.45426298,618873,18.155266666667,Camera Gear,/explore/camera-gear,/projects/qoocam-world-s-first-3-lenses-4k-360-3d-camera,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sk6uq777ufuxz32izxlv.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Sound Heroes: Bluetooth Speaker of the Future,"Step into the future with ambient lights, a built-in smoke machine, and wireless charging!",2126840,2017-05-24 10:30:11,60,bluetooth,2825707.88047856,613837,21.7233,Audio,/explore/audio,/projects/sound-heroes-bluetooth-speaker-of-the-future,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jpkuz7wyyca25ua1bspd.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Custom Fit Sandals for Personalized Comfort,"The world's first custom-fit sandals, digitally mapped from your smartphone",2096395,2017-04-20 23:59:59,30,3d printers,27032835.3940053,612457,2.265604,Fashion & Wearables,/explore/fashion-wearables,/projects/custom-fit-sandals-for-personalized-comfort,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ubqokhh05yrx3gjmnmto.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Advanced Stain & Odour Repellent Cotton T-shirt,"LABFRESH is back with a t-shirt that prevents visible sweat stains, body odour, and stains.",2367107,2018-04-30 23:59:59,30,shirts clothing,2743737.24052129,607140,22.128212243992,Fashion & Wearables,/explore/fashion-wearables,/projects/advanced-stain-odour-repellent-cotton-t-shirt,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/g6mnwzk2y0ctqfcdb6q2.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Snoppa M1: Innovative 3-Axis Smartphone Gimbal,Eliminate camera shake with vibration-free stabilizer for smartphones,1900570,2016-10-10 5:05:42,30,other,1153196.33701171,604336,52.4053,Phones & Accessories,/explore/phones-accessories,/projects/snoppa-m1-innovative-3-axis-smartphone-gimbal,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sllq0u4oq1mlq1ofpz7v.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
OMNI ULTIMATE: A NEW GENERATION OF POWER,A brand new power innovation designed for even your most demanding devices.,2414221,2018-09-04 0:00:00,30,batteries camping professional chargers computers,5000000,588918,11.77836,Phones & Accessories,/explore/phones-accessories,/projects/omni-ultimate-a-new-generation-of-power,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tukcknmssc87kdlmxze6.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Kite Shield: DEET-free Mosquito Repellent Spray,"An effective, 3rd-party validated mosquito repellent that is shipping now",436587,2013-07-15 2:33:46,45,social innovations,7920044.37391812,588284,7.427786666667,Local Businesses,/explore/local-businesses,/projects/kite-shield-deet-free-mosquito-repellent-spray,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jnzpdfvl2a41pm46wync.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
EcoReco Model R & XS: Ultimate Personal EV for All,"Sleek, safe, smart. Versatile, powerful with extendable ranges, or ultralight with unbeatable price.",1942232,2016-12-08 7:22:52,60,social innovations,6438804.72580875,586955,9.1159,Transportation,/explore/transportation,/projects/ecoreco-model-r-xs-ultimate-personal-ev-for-all,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kho2ii2ng2pmzczvmek5.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Angee. Protect Your Home. Connect to Your World.,An advanced security and communication system changing how you protect – and connect to – your home.,1527536,2015-11-16 23:59:59,30,security,27561771.9216655,585530,2.124428,Phones & Accessories,/explore/phones-accessories,/projects/angee-protect-your-home-connect-to-your-world,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/f5f9lnucip5tbcnfie4h.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"TriboTEX: More HP, MPG, and Reverse Engine Wear","Prolong the life of your car using synthetic nanoparticles developed with DoE, NASA, & NSF.",2076824,2017-04-05 23:59:59,30,cars social innovations,3685039.41990104,582391,15.8042,Transportation,/explore/transportation,/projects/tribotex-more-hp-mpg-and-reverse-engine-wear,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tuphy3bm7lt4y4ejhvxs.jpg",false,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
COWAROBOT R1: The First and Only Robotic Suitcase,Travels beside you and maneuvers through traffic on its own. Free your hands while traveling.,1840787,2016-07-26 8:11:04,45,robots,12484637.2893614,580035,4.64599,Travel & Outdoors,/explore/travel-outdoors,/projects/cowarobot-r1-the-first-and-only-robotic-suitcase,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wjcjth88vy2vbt08pzxe.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
BugASalt- The Final Push,A miniaturized shotgun effect is generated through this ingenious design for killing flies and other pesty insects using only ordinary table salt.,161050,2012-07-05 21:08:23,67,other,1499999.99999999,577636,38.509066666667,Home,/explore/home,/projects/bugasalt-the-final-push--3,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kmvmjm9ubbe4sqd4y0tn.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
MagicStick - Most powerful PC stick - 8GB RAM!,"Plug&Play 4K streaming, 3D games... Expected Delivery June. 2015!",1414902,2015-09-29 8:04:31,60,pc computers,5742550.27376555,573698,9.9903,Phones & Accessories,/explore/phones-accessories,/projects/magicstick-most-powerful-pc-stick-8gb-ram,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/a35iaf5zunkfz7g5ft0s.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
CODE41  High-quality mechanical watches,Attractive mechanical watches at a fraction of their price,1990794,2016-12-20 23:59:59,30,watches,8419999.41093614,571667,6.789394774274,Fashion & Wearables,/explore/fashion-wearables,/projects/code41-high-quality-mechanical-watches,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kcfmsplw0sgleo9xibek.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
ZORE - A New Generation of Gun Storage,A cartridge-shaped lock that allows quick access & offers tampering alerts for your gun.,1724116,2016-06-14 8:46:05,60,other,10649346.5129873,568411,5.33752,Video Games,/explore/video-games,/projects/zore-a-new-generation-of-gun-storage--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kbjrgpeaeunf6ryounr1.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Lightpack 2 - Light Orchestra For Your Living Room,Smart lighting for your living room that improves movie and gaming experience drastically.,1852058,2016-08-04 23:59:59,30,smart home,22078971.1420291,567056,2.568308080808,Home,/explore/home,/projects/lightpack-2-light-orchestra-for-your-living-room,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zfzy11ftz5q6pgii6phv.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
HomeBiogas 2.0: Transform Food Waste Into Energy,"Recycle your food scraps in a completely safe and convenient way,",2289250,2017-12-11 23:59:59,30,social innovations social innovations,8667571.51976526,566650,6.537586666667,Energy & Green Tech,/explore/energy-green-tech,/projects/homebiogas-2-0-transform-food-waste-into-energy,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wu8axqcoijpehrn9eqzh.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Swedish Watch Made of Destructed Illegal Firearms,A new line of watches that will help end gun violence. It's time for peace.,2403379,2018-08-01 23:59:59,30,watches,3046598.92899842,566533,18.59558849731,Fashion & Wearables,/explore/fashion-wearables,/projects/swedish-watch-made-of-destructed-illegal-firearms,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zxzz7wqjwf2e3yegq4te.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
KNASA Chef Knife Inspired by NASA Technology,NASA and Caltech's patented alloy reinvents the Chef Knife. The first knife innovation in 200 years!,1962775,2016-12-14 23:59:59,30,kitchen design,2538493.61690679,566112,22.3011,Food & Beverages,/explore/food-beverages,/projects/knasa-chef-knife-inspired-by-nasa-technology,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/i4mlbjnjhylouqienssh.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
CoreBook - Ultimate 2-in-1 WIN10 Tablet Laptop,Portable design with uncompromising performance! 8GB RAM/128GB SSD & Fingerprint security.,2139844,2017-11-15 6:02:11,60,laptops,5312791.24759609,561686,10.572333333333,Phones & Accessories,/explore/phones-accessories,/projects/corebook-ultimate-2-in-1-win10-tablet-laptop,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/m7dc6hepoypodmlqygjx.jpg",false,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
SparkMaker - The Most Affordable SLA 3D Printer,"Affordable, Easy-to-use, and High Quality. SparkMaker has everything you need to start SLA printing.",2209866,2017-09-09 23:59:59,30,3d printers,2208844.96119435,558819,25.29915,Productivity,/explore/productivity,/projects/sparkmaker-the-most-affordable-sla-3d-printer,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lzzkipmp2hm6m2bpwdp0.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
LIMITS: The World's Smartest Cycling Power Meter,LIMITS is the smartest cycling power meter. Affordable. Truly interchangeable. Simplest ever to use.,1174840,2015-04-20 5:50:10,40,other,22857207.2219674,558045,2.44144,Fashion & Wearables,/explore/fashion-wearables,/projects/limits-the-world-s-smartest-cycling-power-meter,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ynp0kbbee6siagqnpc8u.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
ZERA Food Recycler,"Turn today’s food scraps into tomorrow’s fertilizer, within 24 hours.*",1937007,2017-01-03 13:04:50,45,kitchen social innovations,6690160.94122199,553283,8.2701,Home,/explore/home,/projects/zera-food-recycler,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ljdjw4wt1nfzzr0ntkgr.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Cinder Grill: Cook Food Perfectly,"What if you could cook the perfect steak or salmon with 2 minutes of work, every time and any time?",2069559,2017-04-24 10:32:12,60,kitchen kitchen,6996116.96226386,552405,7.89588,Food & Beverages,/explore/food-beverages,/projects/cinder-grill-cook-food-perfectly,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ykvfwzdff8s5unooiqwa.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Olive ONE: All-in-One Home Music Player. Designed by you.,Access all your music through a touchscreen and play it in amazing sound quality. Open architecture for app developers and artists. Customize to your liking.,277799,2012-12-10 7:14:36,113,other,20000000,552242,2.76121,Audio,/explore/audio,/projects/olive-one-all-in-one-home-music-player-designed-by-you,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tm2xigisau2mhovovqfb.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Sion. A Solarcar for everyone.,Integrated solar cells for up to 30km a day. 250km range. Family friendly car. For under 16.000€.,1813111,2016-07-31 9:10:13,35,social innovations solar cars,45950345.3269594,549995,1.196933333333,Transportation,/explore/transportation,/projects/sion-a-solarcar-for-everyone-cars-solar,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nfzf2yyvgncixwzodovm.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Ethan Van Sciver’s CYBERFROG:BLOODHONEY Comic Book,"The return of CYBERFROG, awakened into a world seized by a swarm of murderous alien hornets.",2382074,2018-05-30 10:21:21,60,fantasy,810438.951513817,538406,66.433875,Comics,/explore/comics,/projects/ethan-van-sciver-s-cyberfrog-bloodhoney-comic-book,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nnzif846jqmh2wj3iyri.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
PIECE,PIECE - Change The Way You Use Smart Phones,1430320,2015-10-05 0:00:00,30,iphone,4684737.47805877,538362,11.491828571429,Phones & Accessories,/explore/phones-accessories,/projects/piece--4,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lx2sgm2coheh3o8x3eus.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Square Off - World’s Smartest Chess Board,Future of board gaming,1969221,2016-11-28 23:59:59,30,other,12560560.9491279,535398,4.262532558605,Tabletop Games,/explore/tabletop-games,/projects/square-off-world-s-smartest-chess-board--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/csmohm2mvfplyfaqa4h7.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Betterspot: A Smart VPN Router for All Devices,An easy to use VPN router for secure online surfing and unblocking websites.,1918638,2016-10-15 23:59:59,30,security,14522174.8715335,526472,3.625297206908,Home,/explore/home,/projects/betterspot-a-smart-vpn-router-for-all-devices--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q0i7r8lnzxbvy1pmnftd.jpg",false,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Flter: Privacy & Security Router,"VPN protection, malicious ad blocking, and anonymity networking on all the devices in your home.",2060636,2017-03-12 23:59:59,30,other,22456677.5133021,525877,2.34174,Home,/explore/home,/projects/flter-privacy-security-router,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uzuikhfdzeqkhusx57vf.jpg",false,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Funxim: Affordable Fast Wireless Charging Pad,An efficient Qi wireless charging pad to power your new iPhone and Apple Watch simultaneously,2299795,2018-01-01 23:59:59,30,other,1165584.6836734,522295,44.8097,Phones & Accessories,/explore/phones-accessories,/projects/funxim-affordable-fast-wireless-charging-pad--2,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dc5fvqvconupscg2n0rh.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Equil Smartpen 2: Real ink. Real paper. Digitized.,Are you a ballpoint pen living in the digital world? We feel you. Equil brings your worlds together.,934328,2014-09-08 13:31:50,41,other,5000000,520258,10.40516,Productivity,/explore/productivity,/projects/equil-smartpen-2-real-ink-real-paper-digitized,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lngihlv0arzpzn850m2j.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Sound - World's most comfortable smart headphones.,"The future of how you hear, share, and connect with your world.",1896336,2016-09-19 18:44:37,36,headphones wireless,15000000.0000014,517955,3.453033333333,Audio,/explore/audio,/projects/sound-world-s-most-comfortable-smart-headphones,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pt4ps7t9t9utm6yhloy4.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Truebuds - The Smallest Stereo Cordless Earbuds,A stylish alternative to bulky headphones and tangling wires.,1453288,2015-09-29 23:59:59,30,other,6295343.02694734,517554,8.22122,Audio,/explore/audio,/projects/truebuds-the-smallest-stereo-cordless-earbuds,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/swqdcl6tkb0mtjysfv8h.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
KLOK-08: 60s-inspired watch by klokers,Swiss Made & innovative watches at affordable prices - Universe of interchangeable products,2275146,2017-12-05 23:59:59,30,watches design,8924269.36422172,516974,5.7929,Fashion & Wearables,/explore/fashion-wearables,/projects/klok-08-60s-inspired-watch-by-klokers,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tv4pyxwrig13iqs77dzf.jpg",false,concept,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Swytch: Convert Any Bike Into An eBike,"The world's lightest, instantly removable eBike kit. Convert ANY bike.",2261099,2017-11-14 8:05:34,30,bikes e-bikes,8928838.93832315,514969,5.76748,Transportation,/explore/transportation,/projects/swytch-convert-any-bike-into-an-ebike,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ihbxytymejpldbbautj4.jpg",false,shipping,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Furbo: World's Best Treat-Tossing Dog Camera,"All-in-one dog sitter that includes a camera, treat popper, barking alerts, night vision, and more!",1722469,2016-04-26 6:09:14,60,dogs smart home pets,5640907.3959255,511302,9.06418,Camera Gear,/explore/camera-gear,/projects/furbo-world-s-best-treat-tossing-dog-camera-dogs-pets,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lnchvj9tl0kwfvwb70d1.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
The Skarp Laser Razor: 21st Century Shaving,"The first ever razor, powered by a laser. For an irritation free, incredibly close shave.",1490796,2015-10-12 23:33:19,13,other,19879036.9935408,507810,2.5545,Home,/explore/home,/projects/the-skarp-laser-razor-21st-century-shaving,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d8vyvpexfuldng0q5jwx.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Mooz: Industrial Grade Transformable 3D Printer,"Offers CNC Carving, Laser Engraving & 3D Printing In One Design. The new standard in accuracy.",2269529,2017-11-18 23:59:59,30,3d printers,5213949.89969652,506822,9.7205,Productivity,/explore/productivity,/projects/mooz-industrial-grade-transformable-3d-printer,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sb5omjhiq9qm32c1d504.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"Trailhead Pants, Packable, Durable, & Stain Proof","Waterproof, durable, packable, & versatile, making them the ultimate everyday mountain to city pant.",2089556,2017-04-19 23:59:59,30,other,1782665.74943578,504454,28.297733333333,Travel & Outdoors,/explore/travel-outdoors,/projects/trailhead-pants-packable-durable-stain-proof,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/auczmmqthlsigqwybexx.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Save The Rio Theatre,#SaveTheRio Theatre from demolition by helping us buy the property!,2340785,2018-02-26 12:49:03,49,other,100000000,500538,0.500538,Film,/explore/film,/projects/save-the-rio-theatre,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/avaikg6ttvuujl2urefz.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
Instamic - The Smartest Microphone Ready to Record,"The smartest, smallest, and most affordable microphone and audio recorder that's easy to operate.",981665,2015-06-15 12:02:41,60,other,9277091.23536849,500423,5.39418,Audio,/explore/audio,/projects/instamic-the-smartest-microphone-ready-to-record,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kkutwciooueblmflbdta.jpg",false,production,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
PowerUp: The MacBook Charger That Does More,The only all-in-one charger and USB hub for new MacBook and MacBook Pro. Charge. Sync. Grab and go.,2045867,2017-04-12 9:31:03,60,chargers,3292506.07143904,494030,15.00468,Phones & Accessories,/explore/phones-accessories,/projects/powerup-the-macbook-charger-that-does-more--3,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vjkqqyu6faa4ql43llec.jpg",false,prototype,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
inCharge - the smallest keyring cable,"inCharge, the usb cable that will follow you everywhere. You will never run out of battery again!",988151,2014-10-22 9:45:04,60,chargers iphone,3392935.15464024,493175,14.53535,Phones & Accessories,/explore/phones-accessories,/projects/incharge-the-smallest-keyring-cable,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sszezajvvuupuxa6mg7m.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
"Fusion Guitar: iPhone Integration, Amp & Speakers","World's first Smart Electric Guitar with Built-in Speakers, Amp, Recording, and iPhone integration.",1383480,2015-08-31 10:32:06,60,guitars iphone,4770333.54785741,491328,10.299657142857,Music,/explore/music,/projects/fusion-guitar-iphone-integration-amp-speakers,"https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ux8p8flmnisedixdi2cq.jpg",false,null,https://www.indiegogo.com/explore/all?project_type=all&project_timing=all&sort=trending
